day,month_year,category,class_name,location,time_of_day,duration
11,"December, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
08,"December, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
06,"December, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
06,"December, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
04,"December, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
04,"December, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
02,"December, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"November, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
29,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
27,"November, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
27,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
20,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"November, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
15,"November, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
15,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
08,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
06,"November, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
06,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
04,"November, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"November, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"October, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"October, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"October, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
04,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"October, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"September, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"September, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"August, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
23,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"August, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"July, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"July, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"July, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"July, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"July, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"July, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"June, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"June, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"June, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"June, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"June, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"June, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"June, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
31,"May, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"May, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"May, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"May, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"May, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
24,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
19,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
17,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
17,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
14,"April, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
12,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
12,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
10,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
10,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
05,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
05,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
03,"April, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
03,"April, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
01,"April, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
29,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
27,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
27,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
22,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
22,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
20,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
20,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
17,"March, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
11,"March, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
06,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
04,"March, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"March, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
01,"March, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
27,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
27,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
24,"February, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
22,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
22,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
20,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
20,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
17,"February, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
17,"February, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
15,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
15,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
13,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
13,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
08,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
08,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
06,"February, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
06,"February, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
03,"February, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
30,"January, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,(30 min)
30,"January, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
28,"January, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
24,"January, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
23,"January, 2023",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,(30 min)
23,"January, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
21,"January, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"January, 2023",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"January, 2023",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"December, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"November, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
31,"October, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
29,"October, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"October, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"October, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"October, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"October, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
10,"October, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"October, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"October, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
28,"September, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
21,"September, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"September, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"August, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
24,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"August, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
10,"August, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"August, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
30,"July, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
27,"July, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"July, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"July, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"July, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"July, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"July, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"July, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"July, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
29,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
20,"June, 2022",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
20,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
18,"June, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
15,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
15,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
13,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"June, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
01,"June, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
01,"June, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"May, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"May, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
16,"May, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"May, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"May, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
11,"May, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"May, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"May, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
30,"April, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
27,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
27,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"April, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
20,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"April, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
13,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
11,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"April, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
06,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
06,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"April, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"April, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"April, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
30,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"March, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
23,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"March, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"February, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"February, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
23,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"February, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
21,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"February, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
14,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"February, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"February, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
07,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"February, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"February, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"January, 2022",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
31,"January, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"January, 2022",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"January, 2022",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
