day,month,year,category,class_name,location,time_of_day,duration
4,November,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00
4,November,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,November,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
2,November,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 02:00:00
31,October,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,October,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,October,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
26,October,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,October,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,October,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,September,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
28,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,September,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
23,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,September,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
21,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,September,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
14,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,September,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,September,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
31,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
31,August,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,August,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,August,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,August,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
24,August,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,August,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
20,August,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
19,August,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
7,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
5,August,2020,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
2,July,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,July,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:45:00
25,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,June,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
22,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,June,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
18,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,June,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
15,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,June,2020,Martial arts,Online Advanced,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 00:45:00
8,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,June,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,June,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
3,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,June,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
1,June,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
1,June,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,May,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
28,May,2020,Martial arts,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
28,May,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
27,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,May,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
21,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
21,May,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
20,May,2020,Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
20,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
19,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
19,May,2020,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
18,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
14,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
13,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
12,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
11,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
7,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
6,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,May,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
4,May,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,May,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
29,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,April,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
7,April,2020,Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
6,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,April,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,March,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
25,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,March,2020,Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,Unknown,0 days 01:00:00
23,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,March,2020,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
16,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,March,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,March,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,February,2020,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
10,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,February,2020,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
3,February,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,February,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,January,2020,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
29,January,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,January,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,January,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,January,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,January,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,January,2020,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,January,2020,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,December,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
16,December,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,December,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,December,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
11,December,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,December,2019,Martial arts,Fighting Foundations™,Valente Brothers Jujutsu North Miami Beach,Unknown,0 days 01:00:00
4,December,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
4,December,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
4,December,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,November,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
25,November,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
25,November,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,November,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,November,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,November,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
18,November,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
18,November,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,November,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,November,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
13,November,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,November,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
9,November,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,October,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
28,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,October,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,October,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
14,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,October,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,October,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
9,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,October,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
7,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,October,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,September,2019,Other,Unknown,Cypress Pro Medical Group w/ Minh Luu,Unknown,0 days 01:00:00
11,September,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,September,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,September,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,September,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
4,September,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,August,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,August,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,August,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,August,2019,Bootcamp,Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
5,August,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,July,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
22,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,July,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,July,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
15,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,July,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,July,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,June,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
24,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,June,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,June,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
19,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,June,2019,Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
17,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,June,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,June,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
10,June,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,June,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,May,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,May,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,May,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,May,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
13,May,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,May,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,May,2019,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,Unknown,0 days 01:00:00
8,May,2019,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,April,2019,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
